geolocation_zip_code_prefix,geolocation_city,geolocation_state
12308,jacarei,SP
12309,jacarei,SP
12310,jacarei,SP
12311,jacarei,SP
12312,jacarei,SP
12315,jacarei,SP
12316,jacareí,SP
12318,jacareí,SP
12319,jacarei,SP
12320,jacarei,SP
12321,jacarei,SP
12322,jacarei,SP
12323,jacarei,SP
12324,jacarei,SP
12325,jacarei,SP
12326,jacarei,SP
12327,jacarei,SP
12328,jacarei,SP
12329,jacarei,SP
12330,jacarei,SP
12331,jacarei,SP
12332,jacarei,SP
12333,jacarei,SP
12334,jacarei,SP
12335,jacarei,SP
12340,jacareí,SP
12341,jacarei,SP
12350,igarata,SP
12380,santa branca,SP
12400,pindamonhangaba,SP
12401,pindamonhangaba,SP
12402,pindamonhangaba,SP
12403,pindamonhangaba,SP
12404,pindamonhangaba,SP
12405,pindamonhangaba,SP
12410,pindamonhangaba,SP
12411,pindamonhangaba,SP
12412,pindamonhangaba,SP
12413,pindamonhangaba,SP
12414,pindamonhangaba,SP
12415,pindamonhangaba,SP
12420,pindamonhangaba,SP
12421,pindamonhangaba,SP
12422,pindamonhangaba,SP
12423,pindamonhangaba,SP
12424,pindamonhangaba,SP
12425,pindamonhangaba,SP
12426,pindamonhangaba,SP
12440,pindamonhangaba,SP
12441,pindamonhangaba,SP
12442,pindamonhangaba,SP
12443,pindamonhangaba,SP
12444,pindamonhangaba,SP
12445,pindamonhangaba,SP
12446,pindamonhangaba,SP
12450,santo antonio do pinhal,SP
12460,campos do jordao,SP
12490,são bento do sapucaí,SP
12500,guaratinguetá,SP
12501,guaratingueta,SP
12502,guaratingueta,SP
12503,guaratingueta,SP
12504,guaratingueta,SP
12505,guaratingueta,SP
12506,guaratinguetá,SP
12507,guaratingueta,SP
12508,guaratingueta,SP
12509,guaratingueta,SP
12510,guaratingueta,SP
12511,guaratingueta,SP
12512,guaratingueta,SP
12513,guaratingueta,SP
12514,guaratinguetá,SP
12515,guaratingueta,SP
12516,guaratinguetá,SP
12517,guaratingueta,SP
12518,guaratingueta,SP
12519,guaratingueta,SP
12520,guaratingueta,SP
12521,guaratinguetá,SP
12522,guaratingueta,SP
12523,guaratingueta,SP
12524,guaratingueta,SP
12525,potim,SP
12530,cunha,SP
12540,campos de cunha,SP
12570,aparecida,SP
12580,roseira,SP
12600,lorena,SP
12601,lorena,SP
12602,lorena,SP
12603,lorena,SP
12604,lorena,SP
12605,lorena,SP
12606,lorena,SP
12607,lorena,SP
12608,lorena,SP
12609,lorena,SP
12610,lorena,SP
12611,lorena,SP
12615,canas,SP
12620,piquete,SP
12630,cachoeira paulista,SP
12690,silveiras,SP
12701,cruzeiro,SP
12702,cruzeiro,SP
12703,cruzeiro,SP
12704,cruzeiro,SP
12705,cruzeiro,SP
12710,cruzeiro,SP
12711,cruzeiro,SP
12712,cruzeiro,SP
12720,cruzeiro,SP
12721,cruzeiro,SP
12722,cruzeiro,SP
12723,cruzeiro,SP
12730,cruzeiro,SP
12760,lavrinhas,SP
12770,pinheiros,SP
12800,queluz,SP
12820,areias,SP
12830,sao jose do barreiro,SP
12850,bananal,SP
12870,arapeí,SP
12900,braganca paulista,SP
12902,bragança paulista,SP
12903,braganca paulista,SP
12904,braganca paulista,SP
12906,braganca paulista,SP
12908,braganca paulista,SP
12910,braganca paulista,SP
12912,braganca paulista,SP
12913,braganca paulista,SP
12914,bragança paulista,SP
12916,braganca paulista,SP
12917,braganca paulista,SP
12918,bragança paulista,SP
12919,braganca paulista,SP
12922,braganca paulista,SP
12924,braganca paulista,SP
12926,bragança paulista,SP
12927,braganca paulista,SP
12929,braganca paulista,SP
12930,tuiuti,SP
12935,vargem,SP
12940,atibaia,SP
12941,atibaia,SP
12942,atibaia,SP
12943,atibaia,SP
12944,atibaia,SP
12945,atibaia,SP
12946,atibaia,SP
12947,atibaia,SP
12948,atibaia,SP
12949,atibaia,SP
12950,atibaia,SP
12951,atibaia,SP
12952,atibaia,SP
12953,atibaia,SP
12954,atibaia,SP
12955,bom jesus dos perdoes,SP
12960,nazaré paulista,SP
12970,piracaia,SP
12980,joanopolis,SP
12990,pedra bela,SP
12995,pinhalzinho,SP
13010,campinas,SP
13012,campinas,SP
13013,campinas,SP
13015,campinas,SP
13020,campinas,SP
13023,campinas,SP
13024,campinas,SP
13025,campinas,SP
13026,campinas,SP
13030,campinas,SP
13031,campinas,SP
13032,campinas,SP
13033,campinas,SP
13034,campinas,SP
13035,campinas,SP
13036,campinas,SP
13040,campinas,SP
13041,campinas,SP
13042,campinas,SP
13043,campinas,SP
13044,campinas,SP
13045,campinas,SP
13046,campinas,SP
13049,campinas,SP
13050,campinas,SP
13051,campinas,SP
13052,campinas,SP
13053,campinas,SP
13054,campinas,SP
13055,campinas,SP
13056,campinas,SP
13057,campinas,SP
13058,campinas,SP
13059,campinas,SP
13060,campinas,SP
13061,campinas,SP
13063,campinas,SP
13064,campinas,SP
13065,campinas,SP
13067,campinas,SP
13068,campinas,SP
13069,campinas,SP
13070,campinas,SP
13073,campinas,SP
13075,campinas,SP
13076,campinas,SP
13077,campinas,SP
13080,campinas,SP
13081,campinas,SP
13082,campinas,SP
13083,campinas,SP
13084,campinas,SP
13085,campinas,SP
13086,campinas,SP
13087,campinas,SP
13088,campinas,SP
13090,campinas,SP
13091,campinas,SP
13092,campinas,SP
13096,campinas,SP
13097,campinas,SP
13098,campinas,SP
13099,campinas,SP
13100,campinas,SP
13101,campinas,SP
13104,campinas,SP
13105,campinas,SP
13106,campinas,SP
13107,campinas,SP
13108,campinas,SP
13140,paulinia,SP
13141,paulinia,SP
13142,paulinia,SP
13144,paulinia,SP
13145,paulínia,SP
13146,paulinia,SP
13147,paulinia,SP
13148,paulinia,SP
13150,cosmopolis,SP
13152,cosmópolis,SP
13154,cosmopolis,SP
13155,cosmopolis,SP
13157,cosmopolis,SP
13160,artur nogueira,SP
13165,engenheiro coelho,SP
13170,sumare,SP
13171,sumare,SP
13172,sumare,SP
13173,sumare,SP
13174,sumare,SP
13175,sumare,SP
13176,sumare,SP
13177,sumare,SP
13178,sumare,SP
13179,sumaré,SP
13180,sumare,SP
13181,sumare,SP
13183,hortolandia,SP
13184,hortolandia,SP
13185,hortolândia,SP
13186,hortolandia,SP
13187,hortolandia,SP
13188,hortolândia,SP
13189,hortolandia,SP
13190,monte mor,SP
13201,jundiai,SP
13202,jundiai,SP
13203,jundiai,SP
13205,jundiai,SP
13206,jundiaí,SP
13207,jundiai,SP
13208,jundiai,SP
13209,jundiai,SP
13210,jundiai,SP
13211,jundiai,SP
13212,jundiai,SP
13213,jundiaí,SP
13214,jundiaí,SP
13215,jundiai,SP
13216,jundiai,SP
13218,jundiai,SP
13219,jundiai,SP
13220,várzea paulista,SP
13221,varzea paulista,SP
13222,varzea paulista,SP
13223,varzea paulista,SP
13224,várzea paulista,SP
13225,varzea paulista,SP
13226,varzea paulista,SP
13230,campo limpo paulista,SP
13231,campo limpo paulista,SP
13232,campo limpo paulista,SP
13233,campo limpo paulista,SP
13234,campo limpo paulista,SP
13236,campo limpo paulista,SP
13238,campo limpo paulista,SP
13240,jarinu,SP
13250,itatiba,SP
13251,itatiba,SP
13252,itatiba,SP
13253,itatiba,SP
13254,itatiba,SP
13255,itatiba,SP
13256,itatiba,SP
13257,itatiba,SP
13260,morungaba,SP
13270,valinhos,SP
13271,valinhos,SP
13272,valinhos,SP
13273,valinhos,SP
13274,valinhos,SP
13275,valinhos,SP
13276,valinhos,SP
13277,valinhos,SP
13278,valinhos,SP
13279,valinhos,SP
13280,vinhedo,SP
13281,vinhedo,SP
13282,vinhedo,SP
13283,vinhedo,SP
13284,vinhedo,SP
13285,vinhedo,SP
13286,vinhedo,SP
13287,vinhedo,SP
13288,vinhedo,SP
13289,vinhedo,SP
13290,louveira,SP
13295,itupeva,SP
13300,itu,SP
13301,itu,SP
13302,itu,SP
13304,itu,SP
13305,itu,SP
13306,itu,SP
13307,itu,SP
13308,itu,SP
13309,itu,SP
13310,itu,SP
13311,itu,SP
13312,itu,SP
13313,itu,SP
13315,cabreuva,SP
13318,jacare,SP
13319,bom fim do bom jesus,SP
13320,salto,SP
13321,salto,SP
13322,salto,SP
13323,salto,SP
13324,salto,SP
13326,salto,SP
13327,salto,SP
13328,salto,SP
13329,salto,SP
13330,indaiatuba,SP
13331,indaiatuba,SP
13332,indaiatuba,SP
13333,indaiatuba,SP
13334,indaiatuba,SP
13335,indaiatuba,SP
13336,indaiatuba,SP
13337,indaiatuba,SP
13338,indaiatuba,SP
13339,indaiatuba,SP
13340,indaiatuba,SP
13341,indaiatuba,SP
13342,indaiatuba,SP
13343,indaiatuba,SP
13344,indaiatuba,SP
13345,indaiatuba,SP
13346,indaiatuba,SP
13347,indaiatuba,SP
13348,indaiatuba,SP
13349,indaiatuba,SP
13350,elias fausto,SP
13355,cardeal,SP
13360,capivari,SP
13370,rafard,SP
13375,mombuca,SP
13380,nova odessa,SP
13381,nova odessa,SP
13382,nova odessa,SP
13385,nova odessa,SP
13386,nova odessa,SP
13387,nova odessa,SP
13388,nova odessa,SP
13389,nova odessa,SP
13390,rio das pedras,SP
13400,piracicaba,SP
13401,piracicaba,SP
13402,piracicaba,SP
13403,piracicaba,SP
13405,piracicaba,SP
13406,piracicaba,SP
13408,piracicaba,SP
13409,piracicaba,SP
13411,piracicaba,SP
13412,piracicaba,SP
13413,piracicaba,SP
13414,piracicaba,SP
13415,piracicaba,SP
13416,piracicaba,SP
13417,piracicaba,SP
13418,piracicaba,SP
13419,piracicaba,SP
13420,piracicaba,SP
13421,piracicaba,SP
13422,piracicaba,SP
13423,piracicaba,SP
13424,piracicaba,SP
13425,piracicaba,SP
13426,piracicaba,SP
13427,piracicaba,SP
13428,piracicaba,SP
13432,piracicaba,SP
13433,piracicaba,SP
13440,saltinho,SP
13450,santa bárbara d'oeste,SP
13451,santa barbara d'oeste,SP
13452,santa barbara d'oeste,SP
13453,santa barbara d'oeste,SP
13454,santa barbara d'oeste,SP
13455,santa barbara d'oeste,SP
13456,santa barbara d'oeste,SP
13457,santa bárbara d'oeste,SP
13458,santa barbara d'oeste,SP
13459,santa barbara d'oeste,SP
13460,nova odessa,SP
13465,americana,SP
13466,americana,SP
13467,americana,SP
13468,americana,SP
13469,americana,SP
13470,americana,SP
13471,americana,SP
13472,americana,SP
13473,americana,SP
13474,americana,SP
13475,americana,SP
13476,americana,SP
13477,americana,SP
13478,americana,SP
13479,americana,SP
13480,limeira,SP
13481,limeira,SP
13482,limeira,SP
13483,limeira,SP
13484,limeira,SP
13485,limeira,SP
13486,limeira,SP
13487,limeira,SP
13490,cordeiropolis,SP
13495,iracemápolis,SP
13500,rio claro,SP
13501,rio claro,SP
13502,rio claro,SP
13503,rio claro,SP
13504,rio claro,SP
13505,rio claro,SP
13506,rio claro,SP
13507,rio claro,SP
13508,rio claro,SP
13509,rio claro,SP
13510,santa gertrudes,SP
13515,charqueada,SP
13520,sao pedro,SP
13525,aguas de sao pedro,SP
13530,itirapina,SP
13537,ipeuna,SP
13540,corumbataí,SP
13550,analandia,SP
13560,sao carlos,SP
13561,sao carlos,SP
13562,sao carlos,SP
13563,sao carlos,SP
13564,sao carlos,SP
13565,sao carlos,SP
13566,sao carlos,SP
13567,sao carlos,SP
13568,sao carlos,SP
13569,sao carlos,SP
13570,sao carlos,SP
13571,sao carlos,SP
13572,sao carlos,SP
13573,sao carlos,SP
13574,sao carlos,SP
13575,sao carlos,SP
13578,agua vermelha,SP
13579,santa eudóxia,SP
13580,ribeirao bonito,SP
13590,dourado,SP
13600,araras,SP
13601,araras,SP
13602,araras,SP
13603,araras,SP
13604,araras,SP
13605,araras,SP
13606,araras,SP
13607,araras,SP
13608,araras,SP
13609,araras,SP
13610,leme,SP
13611,leme,SP
13612,leme,SP
13613,leme,SP
13614,leme,SP
13615,leme,SP
13616,leme,SP
13617,leme,SP
13625,santa cruz da conceicao,SP
13630,pirassununga,SP
13631,pirassununga,SP
13632,pirassununga,SP
13633,pirassununga,SP
13634,pirassununga,SP
13635,pirassununga,SP
13636,pirassununga,SP
13638,pirassununga,SP
13640,pirassununga,SP
13641,pirassununga,SP
13643,pirassununga,SP
13650,santa cruz das palmeiras,SP
13660,porto ferreira,SP
13670,santa rita do passa quatro,SP
13690,descalvado,SP
13700,casa branca,SP
13705,lagoa branca,SP
13707,venda branca,SP
13710,tambau,SP
13715,itobi,SP
13720,são josé do rio pardo,SP
13730,mococa,SP
13731,mococa,SP
13732,mococa,SP
13733,mococa,SP
13734,mococa,SP
13735,mococa,SP
13736,mococa,SP
13737,mococa,SP
13738,mococa,SP
13739,mococa,SP
13750,igarai,SP
13755,são benedito das areias,SP
13760,tapiratiba,SP
13770,caconde,SP
13780,divinolandia,SP
13790,sao sebastiao da grama,SP
13800,mogi mirim,SP
13801,mogi mirim,SP
13802,mogi mirim,SP
13803,mogi mirim,SP
13804,mogi mirim,SP
13805,mogi-mirim,SP
13806,mogi mirim,SP
13807,mogi mirim,SP
13808,mogi-mirim,SP
13817,mogi mirim,SP
13820,jaguariuna,SP
13822,jaguariuna,SP
13825,holambra,SP
13830,santo antonio de posse,SP
13835,conchal,SP
13840,mogi-guacu,SP
13841,mogi guacu,SP
13842,mogi-guacu,SP
13843,mogi guaçu,SP
13844,mogi-guacu,SP
13845,mogi guaçu,SP
13846,mogi guaçu,SP
13847,mogi-guacu,SP
13848,mogi guaçu,SP
13849,mogi-guacu,SP
13855,mogi guaçu,SP
13857,estiva gerbi,SP
13860,aguai,SP
13870,sao joao da boa vista,SP
13871,sao joao da boa vista,SP
13872,sao joao da boa vista,SP
13873,sao joao da boa vista,SP
13874,sao joao da boa vista,SP
13875,sao joao da boa vista,SP
13876,sao joao da boa vista,SP
13877,são joão da boa vista,SP
13879,sao joao da boa vista,SP
13880,vargem grande do sul,SP
13890,aguas da prata,SP
13895,sao roque da fartura,SP
13900,amparo,SP
13901,amparo,SP
13902,amparo,SP
13903,amparo,SP
13904,amparo,SP
13905,amparo,SP
13908,amparo,SP
13909,amparo,SP
13910,monte alegre do sul,SP
13911,jaguariúna,SP
13912,jaguariúna,SP
13913,jaguariuna,SP
13914,jaguariuna,SP
13915,jaguariuna,SP
13916,jaguariúna,SP
13917,jaguariuna,SP
13918,jaguariúna,SP
13919,jaguariúna,SP
13920,pedreira,SP
13930,serra negra,SP
13940,aguas de lindoia,SP
13950,lindoia,SP
13960,socorro,SP
13970,itapira,SP
13971,itapira,SP
13972,itapira,SP
13973,itapira,SP
13974,itapira,SP
13975,itapira,SP
13976,itapira,SP
13977,itapira,SP
13986,barao ataliba nogueira,SP
13988,eleutério,SP
13990,espirito santo do pinhal,SP
13995,santo antonio do jardim,SP
14001,ribeirão preto,SP
14010,ribeirao preto,SP
14015,ribeirao preto,SP
14020,ribeirao preto,SP
14021,ribeirao preto,SP
14022,ribeirao preto,SP
14024,ribeirao preto,SP
14025,ribeirao preto,SP
14026,ribeirao preto,SP
14027,ribeirão preto,SP
14030,ribeirao preto,SP
14031,ribeirao preto,SP
14032,ribeirao preto,SP
14033,ribeirao preto,SP
14040,ribeirão preto,SP
14050,ribeirao preto,SP
14051,ribeirao preto,SP
14055,ribeirao preto,SP
14056,ribeirao preto,SP
14057,ribeirao preto,SP
14060,ribeirao preto,SP
14061,ribeirao preto,SP
14062,ribeirao preto,SP
14065,ribeirao preto,SP
14066,ribeirão preto,SP
14070,ribeirao preto,SP
14071,ribeirao preto,SP
14072,ribeirao preto,SP
14073,ribeirao preto,SP
14075,ribeirao preto,SP
14076,ribeirao preto,SP
14077,ribeirão preto,SP
14078,ribeirao preto,SP
14079,ribeirao preto,SP
14080,ribeirao preto,SP
14085,ribeirao preto,SP
14090,ribeirao preto,SP
14091,ribeirao preto,SP
14092,ribeirao preto,SP
14093,ribeirão preto,SP
14094,ribeirão preto,SP
14095,ribeirao preto,SP
14096,ribeirao preto,SP
14097,ribeirão preto,SP
14098,ribeirão preto,SP
14110,bonfim paulista,SP
14115,guatapará,SP
14120,dumont,SP
14140,cravinhos,SP
14141,cravinhos,SP
14150,serrana,SP
14151,serrana,SP
14160,sertaozinho,SP
14161,sertãozinho,SP
14164,sertãozinho,SP
14165,sertaozinho,SP
14166,sertaozinho,SP
14169,sertaozinho,SP
14170,sertãozinho,SP
14171,sertaozinho,SP
14173,sertãozinho,SP
14175,sertaozinho,SP
14176,sertaozinho,SP
14177,sertaozinho,SP
14178,sertaozinho,SP
14179,sertãozinho,SP
14180,pontal,SP
14185,candia,SP
14200,sao simao,SP
14210,luis antonio,SP
14220,são simão,SP
14230,serra azul,SP
14240,cajuru,SP
14250,santa cruz da esperanca,SP
14260,cassia dos coqueiros,SP
14270,santa rosa de viterbo,SP
14300,batatais,SP
14305,batatais,SP
14307,batatais,SP
14312,batatais,SP
14315,batatais,SP
14340,brodowski,SP
14350,altinopolis,SP
14390,santo antonio da alegria,SP
14400,franca,SP
14401,franca,SP
14402,franca,SP
14403,franca,SP
14404,franca,SP
14405,franca,SP
14406,franca,SP
14407,franca,SP
14408,franca,SP
14409,franca,SP
14410,franca,SP
14412,franca,SP
14415,patrocinio paulista,SP
14420,itirapuã,SP
14430,restinga,SP
14440,sao jose da bela vista,SP
14445,ribeirao corrente,SP
14450,jeriquara,SP
14460,cristais paulista,SP
14470,pedregulho,SP
14490,rifaina,SP
14500,ituverava,SP
14505,sao benedito da cachoeirinha,SP
14530,miguelopolis,SP
14540,igarapava,SP
14550,aramina,SP
14570,buritizal,SP
14580,guara,SP
14590,pioneiros,SP
14600,sao joaquim da barra,SP
14610,ipua,SP
14620,orlandia,SP
14640,morro agudo,SP
14660,sales oliveira,SP
14670,nuporanga,SP
14680,jardinopolis,SP
14690,jurucê,SP
14700,bebedouro,SP
14701,bebedouro,SP
14702,bebedouro,SP
14704,bebedouro,SP
14706,bebedouro,SP
14707,bebedouro,SP
14708,bebedouro,SP
14709,bebedouro,SP
14710,bebedouro,SP
14711,bebedouro,SP
14713,bebedouro,SP
14715,bebedouro,SP
14716,bebedouro,SP
14718,bebedouro,SP
14720,taiúva,SP
14725,taiacu,SP
14730,monte azul paulista,SP
14733,monte azul paulista,SP
14735,severinia,SP
14740,viradouro,SP
14745,terra roxa,SP
14750,pitangueiras,SP
14760,ibitiuva,SP
14765,taquaral,SP
14770,colina,SP
14775,jaborandi,SP
14780,barretos,SP
14781,barretos,SP
14783,barretos,SP
14784,barretos,SP
14785,barretos,SP
14786,barretos,SP
14787,barretos,SP
14789,barretos,SP
14790,guaira,SP
14795,colombia,SP
14800,araraquara,SP
14801,araraquara,SP
14802,araraquara,SP
14803,araraquara,SP
14804,araraquara,SP
14805,araraquara,SP
14806,araraquara,SP
14807,araraquara,SP
14808,araraquara,SP
14809,araraquara,SP
14810,araraquara,SP
14811,araraquara,SP
14813,gaviao peixoto,SP
14815,ibaté,SP
14820,americo brasiliense,SP
14825,santa lucia,SP
14830,rincao,SP
14835,motuca,SP
14840,guariba,SP
14850,pradopolis,SP
14860,barrinha,SP
14870,jaboticabal,SP
14871,jaboticabal,SP
14875,jaboticabal,SP
14876,jaboticabal,SP
14882,jaboticabal,SP
14883,jaboticabal,SP
14884,jaboticabal,SP
14887,jaboticabal,SP
14890,jaboticabal,SP
14892,jaboticabal,SP
14896,jaboticabal,SP
14900,itapolis,SP
14904,nova america,SP
14907,tapinas,SP
14910,tabatinga,SP
14915,curupa,SP
14920,nova europa,SP
14930,boa esperanca do sul,SP
14935,trabiju,SP
14940,ibitinga,SP
14955,borborema,SP
14960,novo horizonte,SP
14980,sales,SP
14990,irapua,SP
15010,sao jose do rio preto,SP
15013,são josé do rio preto,SP
15014,sao jose do rio preto,SP
15015,sao jose do rio preto,SP
15020,sao jose do rio preto,SP
15025,sao jose do rio preto,SP
15030,sao jose do rio preto,SP
15035,sao jose do rio preto,SP
15038,sao jose do rio preto,SP
15040,são josé do rio preto,SP
15041,sao jose do rio preto,SP
15042,sao jose do rio preto,SP
15043,sao jose do rio preto,SP
15044,sao jose do rio preto,SP
15045,sao jose do rio preto,SP
15046,sao jose do rio preto,SP
15047,são josé do rio preto,SP
15048,sao jose do rio preto,SP
15050,sao jose do rio preto,SP
15051,sao jose do rio preto,SP
15052,sao jose do rio preto,SP
15053,sao jose do rio preto,SP
15054,sao jose do rio preto,SP
15055,sao jose do rio preto,SP
15056,sao jose do rio preto,SP
15057,sao jose do rio preto,SP
15060,sao jose do rio preto,SP
15061,sao jose do rio preto,SP
15062,sao jose do rio preto,SP
15063,sao jose do rio preto,SP
15064,sao jose do rio preto,SP
15070,sao jose do rio preto,SP
15075,sao jose do rio preto,SP
15076,sao jose do rio preto,SP
15077,sao jose do rio preto,SP
15080,sao jose do rio preto,SP
15081,são josé do rio preto,SP
15082,sao jose do rio preto,SP
15084,sao jose do rio preto,SP
15085,sao jose do rio preto,SP
15086,sao jose do rio preto,SP
15090,sao jose do rio preto,SP
15091,sao jose do rio preto,SP
15092,sao jose do rio preto,SP
15093,são josé do rio preto,SP
15102,sao jose do rio preto,SP
15104,sao jose do rio preto,SP
15105,potirendaba,SP
15108,ipigua,SP
15110,guapiacu,SP
15115,bady bassitt,SP
15120,neves paulista,SP
15130,mirassol,SP
15131,mirassol,SP
15132,mirassol,SP
15133,mirassol,SP
15135,mirassol,SP
15137,mirassol,SP
15138,mirassol,SP
15140,bálsamo,SP
15145,mirassolandia,SP
15150,monte aprazível,SP
15154,engenheiro balduíno,SP
15155,jaci,SP
15160,poloni,SP
15170,tanabi,SP
15180,sebastianopolis do sul,SP
15190,nhandeara,SP
15195,nhandeara,SP
15200,jose bonifacio,SP
15210,nova alianca,SP
15215,nova itapirema,SP
15220,mendonca,SP
15225,ubarana,SP
15230,adolfo,SP
15240,nipoa,SP
15250,uniao paulista,SP
15260,planalto,SP
15265,zacarias,SP
15270,macaubal,SP
15275,moncoes,SP
15280,turiuba,SP
15285,lourdes,SP
15290,buritama,SP
15300,general salgado,SP
15310,magda,SP
15313,nova castilho,SP
15315,sao joao de iracema,SP
15320,floreal,SP
15330,gastao vidigal,SP
15340,nova luzitania,SP
15350,auriflama,SP
15355,guzolandia,SP
15360,sud mennucci,SP
15367,bandeirantes d'oeste,SP
15370,pereira barreto,SP
15380,suzanapolis,SP
15385,ilha solteira,SP
15390,itapura,SP
15397,itapura,SP
15400,olimpia,SP
15405,baguacu,SP
15410,cajobi,SP
15417,monte verde paulista,SP
15420,guaraci,SP
15425,embauba,SP
15430,altair,SP
15440,nova granada,SP
15450,onda verde,SP
15460,icem,SP
15470,palestina,SP
15480,orindiuva,SP
15490,paulo de faria,SP
15495,riolândia,SP
15500,votuporanga,SP
15501,votuporanga,SP
15502,votuporanga,SP
15503,votuporanga,SP
15504,votuporanga,SP
15505,votuporanga,SP
15506,votuporanga,SP
15507,votuporanga,SP
15515,votuporanga,SP
15520,valentim gentil,SP
15525,parisi,SP
15530,cosmorama,SP
15540,alvares florence,SP
15545,boa vista dos andradas,SP
15550,americo de campos,SP
15560,pontes gestal,SP
15570,cardoso,SP
15580,mira estrela,SP
15600,fernandopolis,SP
15601,fernandopolis,SP
15603,fernandopolis,SP
15604,fernandópolis,SP
15607,fernandopolis,SP
15608,fernandopolis,SP
15610,brasitânia,SP
15612,fernandopolis,SP
15617,brasitania,SP
15620,macedonia,SP
15625,meridiano,SP
15630,pedranopolis,SP
15640,são joão das duas pontes,SP
15650,estrela d'oeste,SP
15670,populina,SP
15680,guarani d'oeste,SP
15685,ouroeste,SP
15690,indiapora,SP
15700,jales,SP
15703,jales,SP
15704,jales,SP
15706,jales,SP
15707,jales,SP
15708,jales,SP
15710,sao francisco,SP
15713,vitória brasil,SP
15715,dirce reis,SP
15718,pontalinda,SP
15720,palmeira d'oeste,SP
15730,marinopolis,SP
15735,aparecida d oeste,SP
15740,dolcinopolis,SP
15745,paranapua,SP
15748,mesopolis,SP
15750,santa albertina,SP
15755,turmalina,SP
15760,urania,SP
15763,aspasia,SP
15765,santana da ponte pensa,SP
15768,santa salete,SP
15770,tres fronteiras,SP
15773,nova canaa paulista,SP
15775,santa fe do sul,SP
15780,santa rita d'oeste,SP
15785,santa clara d'oeste,SP
15790,rubineia,SP
15800,catanduva,SP
15801,catanduva,SP
15802,catanduva,SP
15803,catanduva,SP
15804,catanduva,SP
15805,catanduva,SP
15806,catanduva,SP
15807,catanduva,SP
15808,catanduva,SP
15809,catanduva,SP
15810,catanduva,SP
15811,catanduva,SP
15812,catanduva,SP
15813,catanduva,SP
15816,catanduva,SP
15820,pirangi,SP
15823,elisiario,SP
15825,paraiso,SP
15828,palmares paulista,SP
15830,pindorama,SP
15835,roberto,SP
15840,itajobi,SP
15845,marapoama,SP
15850,urupes,SP
15855,sao joao de itaguacu,SP
15860,ibira,SP
15868,termas de ibira,SP
15870,catiguá,SP
15880,tabapua,SP
15885,novais,SP
15890,uchoa,SP
15895,cedral,SP
15900,taquaritinga,SP
15903,taquaritinga,SP
15905,jurupema,SP
15910,monte alto,SP
15915,aparecida de monte alto,SP
15920,vista alegre do alto,SP
15930,cândido rodrigues,SP
15940,fernando prestes,SP
15945,agulha,SP
15950,santa adelia,SP
15953,botelho,SP
15960,ariranha,SP
15970,santa ernestina,SP
15980,dobrada,SP
15990,matao,SP
15991,matao,SP
15993,matao,SP
15995,matao,SP
15996,matao,SP
15997,matao,SP
15999,matão,SP
16010,aracatuba,SP
16011,aracatuba,SP
16012,araçatuba,SP
16013,aracatuba,SP
16015,aracatuba,SP
16016,aracatuba,SP
16018,aracatuba,SP
16020,araçatuba,SP
16021,aracatuba,SP
16022,aracatuba,SP
16023,araçatuba,SP
16025,araçatuba,SP
16026,aracatuba,SP
16050,aracatuba,SP
16052,aracatuba,SP
16055,aracatuba,SP
16056,aracatuba,SP
16057,araçatuba,SP
16058,aracatuba,SP
16067,aracatuba,SP
16070,aracatuba,SP
16071,aracatuba,SP
16072,aracatuba,SP
16074,aracatuba,SP
16075,aracatuba,SP
16076,aracatuba,SP
16078,aracatuba,SP
16080,araçatuba,SP
16087,araçatuba,SP
16130,santo antonio do aracangua,SP
16200,birigui,SP
16201,birigui,SP
16202,birigui,SP
16203,birigui,SP
16204,birigüi,SP
16205,birigui,SP
16206,birigui,SP
16207,birigui,SP
16208,birigui,SP
16210,bilac,SP
16220,gabriel monteiro,SP
16230,piacatu,SP
16240,santopolis do aguapei,SP
16250,clementina,SP
16260,coroados,SP
16265,brejo alegre,SP
16270,glicerio,SP
16280,juritis,SP
16290,brauna,SP
16300,penapolis,SP
16301,penapolis,SP
16303,penápolis,SP
16304,penapolis,SP
16305,penápolis,SP
16306,penapolis,SP
16308,penapolis,SP
16309,penapolis,SP
16310,alto alegre,SP
16340,luiziania,SP
16350,barbosa,SP
16360,avanhandava,SP
16370,promissao,SP
16400,lins,SP
16401,lins,SP
16402,lins,SP
16403,lins,SP
16404,lins,SP
16406,lins,SP
16430,guaicara,SP
16440,sabino,SP
16450,getulina,SP
16480,guaimbe,SP
16500,cafelandia,SP
16510,simoes,SP
16570,guaranta,SP
16600,pirajui,SP
16640,balbinos,SP
16650,uru,SP
16660,pongai,SP
16670,presidente alves,SP
16680,avai,SP
16700,guararapes,SP
16750,rubiacea,SP
16790,bento de abreu,SP
16800,mirandopolis,SP
16830,tres aliancas,SP
16850,lavinia,SP
16880,valparaiso,SP
16900,andradina,SP
16901,andradina,SP
16902,andradina,SP
16903,andradina,SP
16905,andradina,SP
16920,castilho,SP
16940,nova independencia,SP
16950,murutinga do sul,SP
16980,guaracai,SP
17010,bauru,SP
17011,bauru,SP
17012,bauru,SP
17013,bauru,SP
17014,bauru,SP
17015,bauru,SP
17016,bauru,SP
17017,bauru,SP
17018,bauru,SP
17020,bauru,SP
17021,bauru,SP
17022,bauru,SP
17023,bauru,SP
